uai;nom_etablissement;lattitude;ips;total_eleves_hors_segpa_ulis;total_eleves_segpa;total_eleves_ulis;pourcentage_filles
0061131X;Collège Maurice Jaubert;43.73776974723289;67.5;688;53;39;50.46108117572453109800
0762286X;Collège Catherine Bernard;49.554315113502184;102.5;509;0;0;51.20212362568101218600
0752252R;Collège Hector Berlioz;48.89581471106791;100.0;376;58;8;43.37880128677803164400
0080949N;Collège George Sand;49.93458688259741;84.2;328;0;21;48.36025777379708866900
0170077S;Collège Pierre Mendès France;46.16921315796229;70.9;476;0;17;54.69458763368975253200
0900018F;Collège Arthur Rimbaud;47.64083530643682;97.1;483;0;0;48.48280311054594978100
0870960W;Collège Firmin Roz;45.86738518424106;87.2;299;0;11;48.66328156500176655900
0090490J;Collège Louis Pasteur;42.923099607067826;94.0;226;0;12;48.89237912783764274900
9720445B;Collège Hubert Nero;14.831602137446968;85.7;253;0;9;53.42430441924658490600
0593246H;Collège Desrousseaux;50.68857024739166;84.9;582;51;0;48.74052983944523707100
0931607S;Collège Jean Jaurès;48.94924832230904;86.4;525;64;14;47.76744854997020739500
0931225B;Collège Joliot Curie;48.9565325903814;77.0;580;0;13;48.67453521520734174600
0291089B;Collège La Fontaine Margot;48.3837528328042;88.9;327;63;0;50.86035062165117387800
0594418G;Collège Charles de Gaulle;50.3030779347669;73.6;360;0;0;47.69892541055115270100
0810787R;Collège Victor Hugo;44.05095738076171;89.9;388;0;8;47.37723272765696459700
9760274U;Collège de Tsingoni;-12.790236666879142;77.0;1282;80;13;49.08402717496521996700
0921394R;Collège André Doucet;48.89987408541336;86.6;415;52;12;49.80019842547954368500
0594301E;Collège Paul Eluard;50.38544700442605;75.6;427;39;12;46.16129965259674259900
0950895G;Collège Simone Veil;49.04470945718989;90.7;524;0;12;48.80640223939755972700
0931187K;Collège Didier Daurat;48.93507397741752;80.6;716;0;9;48.63682724070162305000
0690036P;Collège Victor Schoelcher;45.78884825806107;75.4;419;50;11;45.91975621753443976200
0753939Z;Collège Jean Perrin;48.85685306092131;81.1;321;0;0;48.05924269575963456300
0594409X;Collège Jean Zay;50.42078147044804;71.0;256;0;0;48.47548720171497415500
0692340U;Collège Henri Longchambon;45.72596123674255;76.6;577;61;1;48.43327090021899599300
0711136Z;Collège Roger Semet;46.473825448449496;93.2;418;0;12;48.12877538523035699500
0950023J;Collège Henri Wallon;48.965944430475176;69.8;652;47;13;50.02141159635301295400
0110686L;Collège Joseph Anglade;43.196809464040086;94.8;702;0;22;49.83239357477905817200
0840759U;Collège Charles de Gaulle;43.876194452197126;100.2;864;25;9;51.39802822611720469100
0511256N;Collège les Indes;48.72877575805801;87.0;372;66;12;45.81379793593292441600
0240047W;Collège Jean Moulin;45.19259699739512;90.3;283;50;12;44.94178230158259587200
0622273J;Collège Lucien Vadez;50.954987926866636;66.4;309;51;0;49.42009338367016091000
0800036E;Collège Victor Hugo;49.752911910562936;82.0;403;52;27;53.87544400045134104700
9730083C;Collège Gérard Holder;4.929788994800419;95.9;1088;103;10;48.21883438863985896100
9741346V;Collège Ligne des Bambous;-21.29797491776404;88.8;756;61;11;49.06170268616099394800
0350760L;Collège Cleunay;48.098814254968495;96.6;375;0;13;47.62751299817143851200
0781101Y;Collège Le Corbusier;48.92341683080588;122.3;430;0;12;44.92920023494815082500
0660522J;Collège Marcel Pagnol;42.71239825182605;63.3;586;55;17;47.87837201600316116600
0572488V;Collège La Carrière;49.1013900027445;89.0;446;45;15;44.92716585104476056300
0930616P;Collège Romain Rolland;48.90426323126266;73.4;626;0;14;49.46585102673690466900
0760026R;Collège Claude Delvincourt;49.90711525621756;82.3;321;49;12;47.67818032162681411400
0931607S;Collège Jean Jaurès;48.94924832230904;86.4;560;61;13;47.76744854997020739500
0931143M;Collège Jean Jaurès;48.91092882393774;91.2;638;59;0;47.60575024390910146300
0622907Y;Collège de la Morinie;50.74773575087692;75.9;252;44;12;46.99297430675353785900
0622907Y;Collège de la Morinie;50.74773575087692;75.9;269;46;13;46.99297430675353785900
0880045W;Collège Alphonse Cytère;48.35301560900074;93.1;461;0;23;55.83491995099869999300
0572355A;Collège La Milliaire;49.359789786726566;88.1;363;77;24;48.02826071010971805100
0593488W;Collège Lamartine;50.158508690819055;88.8;469;62;12;47.22966190965593670400
0755030K;Collège Daniel Mayer;48.893140903846145;74.4;312;0;11;47.73603253143106733600
9730110G;Collège Eugénie Tell-Eboué (Saint-Laurent I);5.503966415464399;84.1;752;91;24;47.58907248104984091800
0761781Y;Collège Jean Moulin;49.51319879679554;83.6;330;43;14;49.75349518794558841800
0780572Y;Collège Paul Verlaine;48.99811568027832;86.9;538;49;0;48.72201520425563349100
0750550R;Collège Lucie Faure;48.85056470859537;105.4;391;0;0;46.16265156725447038200
0660016J;Collège la Garrigole;42.69462404489727;78.7;489;0;15;48.70845364037212405100
0932311G;Collège Théodore Monod;48.87822189413382;93.9;503;50;14;50.84697381531633557500
0762461M;Collège Jean Renoir;49.3610350040288;94.7;317;0;0;51.59146827134493318400
0631120A;Collège Gérard Philipe;45.79713209171927;70.5;350;54;25;45.57579539998339573800
0340115R;Collège Paul Valéry;43.40121709806816;109.9;499;0;0;50.46122907428722591500
0780569V;Collège La Vaucouleurs;48.96377742593445;99.3;582;54;11;46.83846860531105114700
0061240R;Collège Carnot;43.65587061065868;88.3;512;0;0;49.86537105157741419900
0451544J;Collège André Chêne;47.93325544876024;92.0;613;0;0;51.15394264771842330400
0300946R;Collège Révolution;43.84112772205835;121.8;465;0;14;47.82936786146839932000
0781896M;Collège Louis Pasteur;48.99435707581561;74.1;341;0;0;50.25791094673112720600
0622791X;Collège Victor Hugo;50.45054798315641;77.1;516;59;11;48.11417991318467856200
0332190B;Collège Alfred Mauguin;44.772249000783766;116.1;514;61;16;45.97550566744927821200
0251599C;Collège les Bruyères;47.45420204696176;79.9;525;0;11;47.60156925053373165400
0770027L;Collège Marcel Rivière;48.878176730145825;106.0;437;0;13;47.48217322690785970600
0911152H;Collège Jean Moulin;48.580393325882895;99.3;801;0;0;52.09468895290818774600
0900017E;Collège de Châteaudun;47.645771115844525;85.9;323;0;12;48.82595570521908709100
0671822S;Collège Lamartine;48.613869294101725;73.0;487;0;26;49.60670627578969051400
0941092B;Collège Elsa Triolet;48.80350498297044;78.5;383;0;0;49.94675343008550767400
0271320N;Collège Rosa Parks;49.24831614355137;95.3;551;0;22;49.23071794586261707600
0132207D;Collège Jules Massenet;43.34236830973755;72.5;537;0;12;47.55055432421998858600
0311630D;Collège Stendhal;43.578453422181546;74.6;436;78;19;50.75108980872649087500
0870072F;Collège André Maurois;45.834842987816614;84.7;666;0;0;48.41324639064017663100
0940071S;Collège Liberté;48.77092537382796;103.8;470;0;13;47.42356208441085567600
0400014Y;Collège Félix Arnaudin;44.200614993648756;93.7;400;0;0;49.53899164880045719100
0931223Z;Collège Gustave Courbet;48.94917843236779;76.3;732;48;23;49.30005886850158184700
0131888G;Collège Alain Savary;43.50141629986821;100.8;570;0;0;49.86591398492307725000
0511085C;Collège Robert Schuman;49.25303543854247;87.6;591;0;11;49.62262356812594902200
0790052C;Collège Pierre et Marie Curie;46.335101606306985;103.3;503;84;28;47.58816228344182431200
0061001F;Collège Louis Nucera;43.72361668686263;66.4;591;59;14;50.13352750610087240600
9720682J;Collège Cassien Sainte Claire;14.636299622964131;89.2;415;74;27;45.33760297639563611700
0593178J;Collège François Rabelais;50.641728868012265;85.8;476;48;0;49.39943068934546336300
0440348P;Collège La ville aux Roses;47.71044564035731;90.4;542;57;11;51.08053194795233857300
0912173T;Collège Galilée;48.61958077228199;90.6;461;0;12;48.18436960805277377500
0597115N;Ecole européenne Lille Métropole Jacques Delors - niveau collège et lycée;50.66219072832191;149.6;180;0;0;48.07134188855960378000
0070006U;Collège Le Laoul;44.37986944804914;87.9;459;51;13;48.36233533827210947300
9730206L;Collège Just Hyasine;5.013046631785412;82.0;767;0;27;48.86224725148365799500
0801616X;Collège Guy Mareschal;49.8706672638455;78.9;257;53;26;48.37260467207226275300
0762286X;Collège Catherine Bernard;49.554315113502184;102.5;519;0;0;51.20212362568101218600
0692336P;Collège Henri Barbusse;45.78584196475057;77.4;563;53;13;48.72104749918480005600
0280716B;Collège Pierre et Marie Curie;48.73624196070582;78.4;454;53;0;44.05415794929666370900
0840758T;Collège Frédéric Mistral;43.94704107997609;86.7;539;0;0;55.44937281813540377700
0594402P;Collège André Canivez;50.38556769775681;72.3;526;50;0;49.37655991867004594200
0690249W;Collège Pierre Valdo;45.779670960163855;79.4;551;0;12;47.12843297394095657100
0290100B;Collège Penn Ar C'hleuz;48.416841026274234;92.3;461;0;12;52.03663886967652070900
0940003T;Collège Amédée Laplace;48.780804159789454;83.8;319;0;0;53.34665656097975571800
0382035F;Collège Charles Munch;45.173750473834154;97.5;609;95;6;50.89713841453948943700
0910021D;Collège Le Village;48.63042860914635;93.8;617;61;0;48.06787274372976740500
0300059B;Collège Jules Verne;43.829639151131474;72.9;477;0;12;49.89241712096851966800
0950037Z;Collège Jean Zay;48.963422260771466;91.8;441;0;0;51.18763757354695954000
0440283U;Collège Libertaire Rutigliano;47.240168666267195;97.2;365;53;0;48.22869617164587053400
7200086F;Collège du Fiumorbo;41.99588261716607;93.1;716;13;13;48.73013461698796203700
0951098C;Collège Pablo Picasso;48.97262225484858;84.1;581;47;9;51.83725465288863674500
9741045T;Collège Titan;-20.94256222376392;79.1;589;0;9;52.74359829188583203100
0110672W;Collège Jules Verne;43.21744505707045;78.9;582;92;14;49.24173853920904394100
9720084J;Collège Jacqueline Julius;14.634087618195737;85.4;243;44;22;43.69406609763209594200
0595190W;Collège Gayant;50.40191279499383;73.9;229;33;0;41.87715011709457295300
0622576N;Collège Vauban;50.94828933426335;65.4;366;50;11;50.64013834168652276900
0940516A;Collège Fréderic et Irène Joliot-Curie;48.85257611696547;113.1;846;0;0;47.15663140483228193000
0940792A;Collège Jules Ferry;48.73208699336739;79.7;465;0;13;49.73046871442322065000
0691498D;Collège Maria Casarès;45.81816139480754;76.7;589;0;13;47.43618721406056536400
0790027A;Collège Jean Zay;46.31868940967251;104.9;507;0;13;51.47716591510458364400
0421852K;Collège Louis Aragon;46.08143045710371;85.7;366;63;13;49.76330115957620391500
0010987T;Collège Jean Rostand;46.269703224742685;86.4;637;0;9;49.19953531516806540500
0620021L;Collège Sévigné;50.50657276230646;75.9;377;55;12;49.51617850564939668700
0620158K;Collège Paul Langevin;50.40516019431543;82.8;560;0;0;50.94438159076976573100
0692157V;Collège Georges Brassens;45.76858335729128;86.9;510;59;12;43.76670443864017384100
0870960W;Collège Firmin Roz;45.86738518424106;87.2;290;0;12;48.66328156500176655900
0921494Z;Collège Gay-Lussac;48.925101056634624;94.6;569;0;11;51.20284676602930766000
9730130D;Collège Eugène Nonnon;4.941425734458686;80.3;654;0;13;49.22769851143295364200
0382174G;Collège Savaldor Allende;45.612403028149586;87.4;712;115;14;47.75200609207384110200
0801443J;Collège Maréchal Leclerc de Hauteclocque;49.841637398349576;81.2;221;0;0;50.82418050890358544400
0071169H;Collège Roqua;44.627710643009706;100.2;482;94;12;48.07553455433535234400
0620021L;Collège Sévigné;50.50657276230646;75.9;383;62;11;49.51617850564939668700
0941029H;Collège Jules Vallès;48.77514272401906;86.8;552;0;13;48.60368220813799987200
0133196D;Collège Simone de Beauvoir;43.42794993215359;114.7;556;0;10;50.18137347671130816100
0694296V;Collège Simone Lagrange;45.77926108782248;80.1;466;0;0;48.62807945008785287000
0660051X;Collège Albert Camus;42.69077386777217;72.4;348;0;0;50.35365077481956927600
0921179G;Collège Léonard de Vinci;48.764434998862676;102.3;304;0;6;45.82769936460281594800
0623014P;Collège Paul Verlaine;50.3067041643579;98.9;692;49;18;45.95050196211797577700
0541469D;Collège La Fontaine;48.69846285671614;68.8;257;0;12;54.09092367340314730200
0720068H;Collège Léon Tolstoï;48.02011676905311;90.5;341;0;0;45.92918035758181908800
0752195D;Collège Gérard Philipe;48.89445926490353;96.5;367;0;10;52.36051566512161720400
9730374U;Collège Antoine Sylvère Felix;4.92306509984753;82.9;820;98;33;47.99670893539210455800
9760183V;Collège de Zena M'Dere;-12.797564152823776;91.8;1463;0;12;50.44766813595195964900
0952036X;Collège Henri Matisse;48.9690266284633;76.6;563;0;13;50.33634934142692740900
0594304H;Collège Marie Curie;50.45062444729204;89.5;473;0;0;46.89706369050617887600
0720001K;Collège John Kennedy;47.96491711362943;92.0;439;62;13;49.73498118737816027500
0780856G;Collège L'Agiot;48.765969469302945;111.1;510;0;13;45.90292642746327014800
0061131X;Collège Maurice Jaubert;43.73776974723289;67.5;648;57;38;50.46108117572453109800
0210034Y;Collège Louis Pasteur;47.63468437650565;93.7;263;12;12;49.25689472781213571600
0110665N;Collège Varsovie;43.21377604130473;107.9;745;0;0;49.05539338457335650800
0780572Y;Collège Paul Verlaine;48.99811568027832;86.9;570;58;0;48.72201520425563349100
0752385K;Collège Elsa Triolet;48.83141337152828;101.5;392;54;11;47.09383398724963382600
0380013H;Collège Nelson Mandela;45.132686918601145;81.4;392;0;0;52.08482710665210557700
9720861D;Collège Robert 3;14.67003560334826;89.2;336;66;8;45.06488133349721436600
0622423X;Collège Youri Gagarine;50.4310641266138;76.1;343;0;0;52.60325786835925408900
0692414Z;Collège Jean-Philippe Rameau;45.79275611788912;110.0;607;42;12;44.98176014956135852900
0941296Y;Collège Jean Macé;48.85651971631681;87.8;540;58;0;48.42778202178676901300
0931485J;Collège Georges Braque;48.867531472780165;78.0;556;0;11;48.74546881614146355200
0941679P;Collège Albert Cron;48.808216477695915;96.9;380;0;0;49.74771160374753356500
0440283U;Collège Libertaire Rutigliano;47.240168666267195;97.2;369;52;0;48.22869617164587053400
0580005R;Collège Bibracte;47.057963290389715;96.2;116;29;10;49.41462931418704319100
9740069G;Collège de l'Etang Saint-Paul;-20.98162557490144;88.5;616;0;12;45.63712747828979760900
0931211L;Collège Marais de Villiers;48.869525943428826;88.1;429;0;0;45.77877401831812328900
0511251H;Collège Joliot-Curie;49.231894423087184;68.2;373;67;0;51.42431080403988581200
0780569V;Collège La Vaucouleurs;48.96377742593445;99.3;569;51;12;46.83846860531105114700
9760008E;Collège Bouéni-MTiti;-12.785306421655719;72.5;1714;103;8;53.74176512083876739000
9760219J;Collège de M'Gombani;-12.780679988297914;81.6;1681;0;24;52.56409899148246302800
0781101Y;Collège Le Corbusier;48.92341683080588;122.3;427;0;12;44.92920023494815082500
0660018L;Collège Madame de Sévigné;42.68776861397172;76.8;571;0;15;51.89981826786486470200
0070006U;Collège Le Laoul;44.37986944804914;87.9;433;54;11;48.36233533827210947300
0510011K;Collège Perrot d'Ablancourt;48.95009801777346;95.6;614;0;13;51.96514461598460574000
0280034K;Collège Jean Macé;48.44813319315256;90.0;442;0;12;46.23575184729168805300
0080925M;Collège Léo Lagrange;49.74429140967184;66.7;261;0;11;51.84692181201225138200
9720861D;Collège Robert 3;14.67003560334826;89.2;331;63;17;45.06488133349721436600
0132007L;Collège Jacques Prévert;43.41697231810928;87.0;672;0;10;52.56392754581668459700
0620154F;Collège Albert Camus;50.70255080268576;87.9;715;0;0;48.10449616838476298700
0720799C;Collège Jean de l'Epine;48.01740166270182;108.9;499;0;7;50.65417460837210692300
0700786Z;Collège Jacques Brel;47.632314175580554;83.5;456;114;10;46.86174479535705443000
0596529B;Collège intercommunal Maurice Schumann;50.375061829305764;89.6;476;0;14;49.16256351210292739400
0420916T;Collège Puits de la Loire;45.44486266638672;78.8;455;58;11;48.93766532651057180500
0100038M;Collège Jacobins;48.29606317288079;71.1;494;0;5;50.57461125779293529400
0381907S;Collège Ponsard;45.52647975925464;98.2;643;97;0;48.47921818613052362900
0594362W;Collège Vauban;50.274459245680944;63.6;505;24;9;49.45411877165185192500
0911042N;Collège Paul Eluard;48.6303368547917;86.4;757;0;14;49.97075788628517040400
6200040Z;Collège Léon Boujot;41.59000247913734;96.7;654;0;0;46.76044036591992408800
0230507B;Collège Jean Picart le Doux;45.95327215447841;95.8;238;53;0;50.28837733683350392200
0350734H;Collège les Chalais;48.0850336808838;82.7;457;0;0;51.42798413943788588900
0240004Z;Collège Henri IV;44.851949926666784;100.4;480;0;13;49.39953059719444578200
0622578R;Collège Jean Rostand;50.444295459961204;91.1;319;0;0;52.64228186272411716000
0931711E;Collège Jean Renoir;48.90301247946519;84.8;534;0;0;51.35184019273726528300
0541469D;Collège La Fontaine;48.69846285671614;68.8;261;0;8;54.09092367340314730200
0311265G;Collège Rosa PARKS;43.64054087691382;78.9;472;62;0;48.47556480465594518200
0921621M;Collège Guy Môquet;48.934277159055895;85.4;694;0;12;49.75799608133253887400
0190635M;Collège Jean Moulin;45.156267323881245;72.7;363;56;12;48.88868357024873860100
0620154F;Collège Albert Camus;50.70255080268576;87.9;678;0;0;48.10449616838476298700
0660049V;Collège Jean Moulin;42.696803654453234;100.0;778;0;17;47.35123862932801343200
0573268T;Collège Robert Schuman;49.165711612421944;67.0;278;22;0;47.22051160071681799900
0251080N;Collège Diderot;47.221353426514895;65.7;542;64;14;50.38669656098643061800
0500095G;Collège Louis Pasteur;49.114205582373465;91.6;297;73;14;53.17303679758289026100
0631762Y;Collège de la Durolle;45.87241859489041;88.1;372;0;0;50.88252907373772822800
9710686U;Collège Front de Mer;16.249739340006357;81.1;279;61;0;46.69698585386289835200
0622418S;Collège Jean Zay;50.44273593059116;77.4;718;61;0;50.60950772025390063400
